$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$GNSS,2025-06-25T17:19:45.500Z,40.6550357,-115.4162429,2431.98,-2.545,-4.757,5.504,0.391,0.654,0.191,16,
$GNSS,2025-06-25T17:19:45.550Z,40.6550346,-115.4162458,2431.71,-2.399,-4.907,5.439,0.391,0.654,0.189,16,
$GNSS,2025-06-25T17:19:45.600Z,40.6550336,-115.4162488,2431.461,-2.294,-4.971,5.175,0.391,0.655,0.186,16,
$GNSS,2025-06-25T17:19:45.650Z,40.6550326,-115.4162518,2431.196,-2.13,-5.114,5.201,0.391,0.655,0.194,16,
$GNSS,2025-06-25T17:19:45.700Z,40.6550317,-115.4162549,2430.932,-2.085,-5.155,5.245,0.391,0.656,0.198,16,
$GNSS,2025-06-25T17:19:45.750Z,40.6550308,-115.4162579,2430.668,-2.123,-5.116,5.3,0.392,0.656,0.201,16,
$GNSS,2025-06-25T17:19:45.800Z,40.6550297,-115.4162608,2430.384,-2.346,-5.025,5.533,0.392,0.657,0.2,16,
$GNSS,2025-06-25T17:19:45.850Z,40.6550286,-115.4162638,2430.085,-2.387,-4.961,5.854,0.392,0.657,0.202,16,
$GNSS,2025-06-25T17:19:45.900Z,40.6550276,-115.4162668,2429.794,-2.268,-5.057,5.939,0.392,0.658,0.204,16,
$GNSS,2025-06-25T17:19:45.950Z,40.6550267,-115.4162699,2429.518,-2.143,-5.253,5.687,0.392,0.658,0.203,16,
$GNSS,2025-06-25T17:19:46.000Z,40.6550258,-115.4162733,2429.233,-2.069,-5.548,5.48,0.392,0.659,0.201,16,
$GNSS,2025-06-25T17:19:46.050Z,40.6550249,-115.4162767,2428.954,-2.02,-5.809,5.587,0.393,0.66,0.202,16,
$GNSS,2025-06-25T17:19:46.100Z,40.655024,-115.4162803,2428.65,-2.035,-5.956,5.91,0.393,0.66,0.201,16,
$GNSS,2025-06-25T17:19:46.150Z,40.6550231,-115.4162837,2428.338,-1.994,-5.884,6.328,0.393,0.661,0.198,15,
$GNSS,2025-06-25T17:19:46.200Z,40.6550223,-115.4162873,2427.98,-1.866,-5.96,6.588,0.392,0.66,0.177,16,
$GNSS,2025-06-25T17:19:46.250Z,40.6550214,-115.4162909,2427.65,-1.987,-5.981,6.543,0.391,0.66,0.178,16,
$GNSS,2025-06-25T17:19:46.300Z,40.6550205,-115.4162943,2427.308,-2.31,-5.749,6.281,0.391,0.659,0.193,16,
$GNSS,2025-06-25T17:19:46.350Z,40.6550194,-115.4162978,2427.008,-2.305,-5.875,6.075,0.391,0.659,0.225,16,
$GNSS,2025-06-25T17:19:46.400Z,40.6550186,-115.4163013,2426.693,-1.922,-5.973,6.191,0.391,0.659,0.218,16,
$GNSS,2025-06-25T17:19:46.450Z,40.6550177,-115.416305,2426.402,-1.856,-6.164,6.237,0.392,0.66,0.215,16,
$GNSS,2025-06-25T17:19:46.500Z,40.655017,-115.4163085,2426.088,-1.678,-5.903,6.378,0.392,0.66,0.216,16,
$GNSS,2025-06-25T17:19:46.550Z,40.6550164,-115.4163118,2425.763,-1.486,-5.717,6.487,0.392,0.66,0.212,16,
$GNSS,2025-06-25T17:19:46.600Z,40.6550156,-115.4163152,2425.422,-1.654,-5.757,6.542,0.392,0.659,0.202,16,
$GNSS,2025-06-25T17:19:46.650Z,40.6550148,-115.4163187,2425.083,-1.797,-5.894,6.457,0.392,0.658,0.21,16,
$GNSS,2025-06-25T17:19:46.700Z,40.655014,-115.4163223,2424.775,-1.677,-6.193,6.306,0.391,0.657,0.209,16,
$GNSS,2025-06-25T17:19:46.750Z,40.6550133,-115.4163261,2424.475,-1.633,-6.316,6.225,0.391,0.657,0.205,16,
$GNSS,2025-06-25T17:19:46.800Z,40.6550127,-115.4163299,2424.169,-1.434,-6.383,6.204,0.391,0.656,0.205,16,
$GNSS,2025-06-25T17:19:46.850Z,40.6550122,-115.4163336,2423.848,-1.084,-6.247,6.276,0.39,0.655,0.206,16,
$GNSS,2025-06-25T17:19:46.900Z,40.6550117,-115.4163373,2423.511,-1.146,-6.173,6.479,0.39,0.655,0.197,16,
$GNSS,2025-06-25T17:19:46.950Z,40.6550112,-115.416341,2423.162,-1.279,-6.244,6.683,0.39,0.654,0.198,16,
$GNSS,2025-06-25T17:19:47.000Z,40.6550106,-115.4163447,2422.818,-1.216,-6.281,6.575,0.389,0.653,0.189,16,
$GNSS,2025-06-25T17:19:47.050Z,40.6550101,-115.4163485,2422.502,-1.27,-6.387,6.362,0.389,0.653,0.187,16,
$GNSS,2025-06-25T17:19:47.100Z,40.6550095,-115.4163524,2422.201,-1.238,-6.504,6.254,0.389,0.652,0.185,16,
$GNSS,2025-06-25T17:19:47.150Z,40.655009,-115.4163563,2421.89,-1.118,-6.634,6.202,0.389,0.651,0.166,16,
$GNSS,2025-06-25T17:19:47.200Z,40.6550086,-115.4163602,2421.562,-0.908,-6.632,6.279,0.389,0.65,0.165,16,
$GNSS,2025-06-25T17:19:47.250Z,40.6550083,-115.4163642,2421.251,-0.778,-6.757,6.265,0.389,0.65,0.16,16,
$GNSS,2025-06-25T17:19:47.300Z,40.655008,-115.4163682,2420.922,-0.776,-6.712,6.359,0.389,0.649,0.162,16,
$GNSS,2025-06-25T17:19:47.350Z,40.6550076,-115.4163722,2420.593,-0.829,-6.784,6.362,0.389,0.648,0.162,16,
$GNSS,2025-06-25T17:19:47.400Z,40.6550073,-115.4163763,2420.253,-0.813,-6.84,6.411,0.389,0.648,0.164,16,
$GNSS,2025-06-25T17:19:47.450Z,40.6550069,-115.4163805,2419.929,-0.841,-6.973,6.293,0.389,0.648,0.164,16,
$GNSS,2025-06-25T17:19:47.500Z,40.6550065,-115.4163846,2419.614,-0.883,-6.889,6.213,0.389,0.648,0.165,16,
$GNSS,2025-06-25T17:19:47.550Z,40.6550061,-115.4163887,2419.293,-0.887,-6.938,6.268,0.389,0.647,0.165,16,
$GNSS,2025-06-25T17:19:47.600Z,40.6550058,-115.4163928,2418.977,-0.834,-7.026,6.229,0.389,0.647,0.168,16,
$GNSS,2025-06-25T17:19:47.650Z,40.6550054,-115.4163971,2418.658,-0.757,-7.183,6.248,0.389,0.647,0.166,16,
$GNSS,2025-06-25T17:19:47.700Z,40.6550051,-115.4164013,2418.343,-0.755,-7.153,6.214,0.389,0.647,0.177,16,
$GNSS,2025-06-25T17:19:47.750Z,40.6550047,-115.4164055,2418.029,-0.751,-7.148,6.204,0.389,0.648,0.177,16,
$GNSS,2025-06-25T17:19:47.800Z,40.6550044,-115.4164097,2417.717,-0.678,-7.214,6.176,0.389,0.648,0.179,16,
$GNSS,2025-06-25T17:19:47.850Z,40.6550041,-115.4164141,2417.418,-0.672,-7.315,6.127,0.389,0.648,0.178,16,
$GNSS,2025-06-25T17:19:47.900Z,40.6550038,-115.4164184,2417.111,-0.64,-7.297,6.123,0.389,0.648,0.178,16,
$GNSS,2025-06-25T17:19:47.950Z,40.6550035,-115.4164227,2416.807,-0.655,-7.275,6.008,0.389,0.648,0.185,16,
$GNSS,2025-06-25T17:19:48.000Z,40.6550033,-115.416427,2416.51,-0.606,-7.259,5.919,0.388,0.649,0.19,16,
$GNSS,2025-06-25T17:19:48.050Z,40.655003,-115.4164314,2416.218,-0.503,-7.434,5.922,0.388,0.649,0.189,16,
$GNSS,2025-06-25T17:19:48.100Z,40.6550028,-115.4164358,2415.914,-0.528,-7.406,5.93,0.388,0.649,0.188,16,
$GNSS,2025-06-25T17:19:48.150Z,40.6550026,-115.4164402,2415.622,-0.46,-7.413,5.861,0.388,0.649,0.19,16,
$GNSS,2025-06-25T17:19:48.200Z,40.6550024,-115.4164446,2415.331,-0.531,-7.513,5.825,0.388,0.65,0.189,16,
$GNSS,2025-06-25T17:19:48.250Z,40.6550022,-115.4164491,2415.041,-0.452,-7.544,5.75,0.388,0.65,0.188,16,
$GNSS,2025-06-25T17:19:48.300Z,40.655002,-115.4164535,2414.748,-0.409,-7.456,5.712,0.388,0.65,0.189,16,
$GNSS,2025-06-25T17:19:48.350Z,40.6550018,-115.4164579,2414.468,-0.497,-7.45,5.701,0.388,0.65,0.189,16,
$GNSS,2025-06-25T17:19:48.400Z,40.6550016,-115.4164625,2414.18,-0.441,-7.576,5.751,0.389,0.651,0.202,16,
$GNSS,2025-06-25T17:19:48.450Z,40.6550014,-115.416467,2413.903,-0.464,-7.727,5.63,0.389,0.651,0.202,16,
$GNSS,2025-06-25T17:19:48.500Z,40.6550012,-115.4164716,2413.629,-0.416,-7.732,5.56,0.389,0.652,0.203,16,
$GNSS,2025-06-25T17:19:48.550Z,40.655001,-115.4164763,2413.355,-0.397,-7.861,5.587,0.389,0.652,0.204,16,
$GNSS,2025-06-25T17:19:48.600Z,40.6550008,-115.416481,2413.077,-0.312,-7.89,5.594,0.389,0.653,0.205,16,
$GNSS,2025-06-25T17:19:48.650Z,40.6550007,-115.4164857,2412.8,-0.361,-7.9,5.51,0.389,0.654,0.204,16,
$GNSS,2025-06-25T17:19:48.700Z,40.6550006,-115.4164904,2412.531,-0.294,-8.015,5.373,0.389,0.654,0.204,16,
$GNSS,2025-06-25T17:19:48.750Z,40.6550004,-115.4164951,2412.272,-0.358,-7.911,5.241,0.389,0.655,0.203,16,
$GNSS,2025-06-25T17:19:48.800Z,40.6550003,-115.4164998,2412.008,-0.31,-7.965,5.218,0.39,0.655,0.203,16,
$GNSS,2025-06-25T17:19:48.850Z,40.6550002,-115.4165046,2411.749,-0.193,-8.081,5.241,0.39,0.656,0.19,16,
$GNSS,2025-06-25T17:19:48.900Z,40.6550002,-115.4165096,2411.478,-0.088,-8.399,5.247,0.389,0.656,0.174,16,
$GNSS,2025-06-25T17:19:48.950Z,40.6550002,-115.4165146,2411.193,-0.165,-8.302,5.274,0.389,0.656,0.167,16,
$GNSS,2025-06-25T17:19:49.000Z,40.6550001,-115.4165195,2410.925,-0.21,-8.189,5.344,0.389,0.656,0.17,16,
$GNSS,2025-06-25T17:19:49.050Z,40.655,-115.4165242,2410.667,-0.165,-7.958,5.31,0.388,0.656,0.164,16,
$GNSS,2025-06-25T17:19:49.100Z,40.655,-115.4165288,2410.399,-0.084,-7.841,5.209,0.388,0.656,0.173,16,
$GNSS,2025-06-25T17:19:49.150Z,40.655,-115.4165335,2410.139,-0.131,-7.962,5.001,0.388,0.655,0.172,16,
$GNSS,2025-06-25T17:19:49.200Z,40.6549999,-115.4165383,2409.886,-0.121,-8.012,4.881,0.387,0.656,0.169,16,
$GNSS,2025-06-25T17:19:49.250Z,40.6549999,-115.4165429,2409.645,-0.118,-7.86,4.824,0.387,0.656,0.17,16,
$GNSS,2025-06-25T17:19:49.300Z,40.6549998,-115.4165476,2409.404,-0.168,-7.765,4.881,0.387,0.656,0.171,16,
$GNSS,2025-06-25T17:19:49.350Z,40.6549998,-115.4165522,2409.156,-0.09,-7.773,4.796,0.387,0.656,0.171,16,
$GNSS,2025-06-25T17:19:49.400Z,40.6549998,-115.4165567,2408.903,-0.111,-7.793,4.685,0.386,0.656,0.171,16,
$GNSS,2025-06-25T17:19:49.450Z,40.6549998,-115.4165614,2408.66,-0.126,-7.873,4.614,0.386,0.656,0.171,16,
$GNSS,2025-06-25T17:19:49.500Z,40.6549997,-115.416566,2408.434,-0.184,-7.724,4.496,0.386,0.657,0.171,16,
$GNSS,2025-06-25T17:19:49.550Z,40.6549996,-115.4165706,2408.197,-0.208,-7.685,4.466,0.386,0.657,0.171,16,
$GNSS,2025-06-25T17:19:49.600Z,40.6549996,-115.4165751,2407.955,-0.183,-7.648,4.472,0.386,0.657,0.171,16,
$GNSS,2025-06-25T17:19:49.650Z,40.6549995,-115.4165796,2407.723,-0.17,-7.663,4.425,0.386,0.657,0.171,16,
$GNSS,2025-06-25T17:19:49.700Z,40.6549994,-115.4165841,2407.494,-0.28,-7.578,4.343,0.386,0.657,0.171,16,
$GNSS,2025-06-25T17:19:49.750Z,40.6549993,-115.4165887,2407.263,-0.288,-7.638,4.395,0.386,0.657,0.169,16,
$GNSS,2025-06-25T17:19:49.800Z,40.6549992,-115.4165932,2407.04,-0.272,-7.601,4.398,0.386,0.658,0.169,16,
$GNSS,2025-06-25T17:19:49.850Z,40.6549991,-115.4165977,2406.811,-0.223,-7.501,4.352,0.386,0.658,0.171,16,
$GNSS,2025-06-25T17:19:49.900Z,40.6549991,-115.4166021,2406.576,-0.148,-7.568,4.31,0.386,0.658,0.158,16,
$GNSS,2025-06-25T17:19:49.950Z,40.654999,-115.4166065,2406.352,-0.212,-7.462,4.228,0.386,0.658,0.158,16,
$GNSS,2025-06-25T17:19:50.050Z,40.6549988,-115.4166153,2405.912,-0.182,-7.403,4.34,0.387,0.66,0.167,16,
$GNSS,2025-06-25T17:19:50.100Z,40.6549988,-115.4166197,2405.693,-0.224,-7.433,4.24,0.387,0.661,0.159,16,
$GNSS,2025-06-25T17:19:50.150Z,40.6549987,-115.416624,2405.469,-0.189,-7.368,4.207,0.387,0.661,0.158,16,
$GNSS,2025-06-25T17:19:50.200Z,40.6549986,-115.4166284,2405.261,-0.184,-7.297,4.175,0.387,0.661,0.157,16,
$GNSS,2025-06-25T17:19:50.250Z,40.6549985,-115.4166328,2405.056,-0.169,-7.276,4.239,0.387,0.661,0.156,16,
$GNSS,2025-06-25T17:19:50.300Z,40.6549985,-115.4166371,2404.829,-0.074,-7.291,4.298,0.387,0.662,0.156,16,
$GNSS,2025-06-25T17:19:50.350Z,40.6549985,-115.4166413,2404.618,-0.023,-7.207,4.154,0.387,0.662,0.155,16,
$GNSS,2025-06-25T17:19:50.400Z,40.6549985,-115.4166457,2404.402,0.002,-7.319,4.136,0.387,0.662,0.159,16,
$GNSS,2025-06-25T17:19:50.450Z,40.6549985,-115.4166499,2404.182,-0.187,-7.234,4.165,0.387,0.663,0.155,16,
$GNSS,2025-06-25T17:19:50.500Z,40.6549984,-115.4166542,2403.978,-0.169,-7.178,4.146,0.387,0.663,0.155,16,
$GNSS,2025-06-25T17:19:50.550Z,40.6549984,-115.4166585,2403.767,-0.071,-7.24,4.215,0.387,0.663,0.155,16,
$GNSS,2025-06-25T17:19:50.600Z,40.6549984,-115.4166628,2403.551,0.016,-7.262,4.139,0.387,0.663,0.155,16,
$GNSS,2025-06-25T17:19:50.650Z,40.6549984,-115.416667,2403.341,-0.106,-7.16,4.119,0.387,0.664,0.155,16,
$GNSS,2025-06-25T17:19:50.700Z,40.6549983,-115.4166713,2403.121,-0.166,-7.199,4.177,0.387,0.664,0.156,16,
$GNSS,2025-06-25T17:19:50.750Z,40.6549983,-115.4166755,2402.908,-0.128,-7.181,4.173,0.387,0.664,0.158,16,
$GNSS,2025-06-25T17:19:50.800Z,40.6549983,-115.4166797,2402.692,-0.074,-7.13,4.206,0.387,0.665,0.158,16,
$GNSS,2025-06-25T17:19:50.850Z,40.6549982,-115.416684,2402.485,-0.127,-7.16,4.173,0.387,0.665,0.161,16,
$GNSS,2025-06-25T17:19:50.900Z,40.6549981,-115.4166882,2402.263,-0.218,-7.213,4.19,0.388,0.666,0.161,16,
$GNSS,2025-06-25T17:19:50.950Z,40.6549981,-115.4166924,2402.043,-0.129,-7.136,4.177,0.388,0.667,0.16,16,
$GNSS,2025-06-25T17:19:51.000Z,40.654998,-115.4166966,2401.834,-0.187,-7.014,4.183,0.388,0.667,0.161,16,
$GNSS,2025-06-25T17:19:51.050Z,40.6549979,-115.4167007,2401.621,-0.182,-6.975,4.249,0.388,0.668,0.161,16,
$GNSS,2025-06-25T17:19:51.100Z,40.6549979,-115.4167049,2401.404,-0.187,-7.099,4.234,0.388,0.668,0.161,16,
$GNSS,2025-06-25T17:19:51.150Z,40.6549978,-115.416709,2401.187,-0.186,-7.029,4.263,0.388,0.668,0.161,16,
$GNSS,2025-06-25T17:19:51.200Z,40.6549977,-115.4167131,2400.969,-0.237,-6.943,4.314,0.388,0.669,0.161,16,
$GNSS,2025-06-25T17:19:51.250Z,40.6549976,-115.4167173,2400.756,-0.226,-6.997,4.3,0.388,0.67,0.162,16,
$GNSS,2025-06-25T17:19:51.300Z,40.6549975,-115.4167214,2400.551,-0.247,-6.933,4.284,0.388,0.671,0.162,16,
$GNSS,2025-06-25T17:19:51.350Z,40.6549974,-115.4167254,2400.323,-0.261,-6.882,4.306,0.387,0.67,0.164,16,
$GNSS,2025-06-25T17:19:51.400Z,40.6549973,-115.4167294,2400.091,-0.219,-6.813,4.261,0.387,0.67,0.164,16,
$GNSS,2025-06-25T17:19:51.450Z,40.6549972,-115.4167334,2399.856,-0.314,-6.847,4.358,0.387,0.67,0.164,16,
$GNSS,2025-06-25T17:19:51.500Z,40.6549971,-115.4167375,2399.646,-0.255,-6.853,4.4,0.387,0.67,0.163,16,
$GNSS,2025-06-25T17:19:51.550Z,40.6549969,-115.4167415,2399.42,-0.264,-6.817,4.424,0.387,0.67,0.163,16,
$GNSS,2025-06-25T17:19:51.600Z,40.6549969,-115.4167454,2399.181,-0.146,-6.762,4.402,0.386,0.67,0.163,16,
$GNSS,2025-06-25T17:19:51.650Z,40.6549968,-115.4167495,2398.972,-0.217,-6.839,4.361,0.386,0.67,0.162,16,
$GNSS,2025-06-25T17:19:51.700Z,40.6549967,-115.4167535,2398.74,-0.283,-6.776,4.409,0.386,0.67,0.163,16,
$GNSS,2025-06-25T17:19:51.750Z,40.6549966,-115.4167575,2398.5,-0.219,-6.735,4.513,0.386,0.669,0.16,16,
$GNSS,2025-06-25T17:19:51.800Z,40.6549965,-115.4167615,2398.273,-0.18,-6.764,4.538,0.386,0.669,0.16,16,
$GNSS,2025-06-25T17:19:51.850Z,40.6549965,-115.4167655,2398.036,-0.12,-6.73,4.509,0.386,0.669,0.161,16,
$GNSS,2025-06-25T17:19:51.900Z,40.6549964,-115.4167694,2397.805,-0.166,-6.606,4.488,0.385,0.669,0.161,16,
$GNSS,2025-06-25T17:19:51.950Z,40.6549963,-115.4167733,2397.585,-0.184,-6.665,4.422,0.385,0.669,0.16,16,
$GNSS,2025-06-25T17:19:52.000Z,40.6549963,-115.4167772,2397.354,-0.164,-6.573,4.433,0.385,0.669,0.159,16,
$GNSS,2025-06-25T17:19:52.050Z,40.6549962,-115.416781,2397.126,-0.107,-6.449,4.459,0.385,0.669,0.171,16,
$GNSS,2025-06-25T17:19:52.100Z,40.6549963,-115.4167848,2396.891,0.025,-6.462,4.456,0.385,0.669,0.171,16,
$GNSS,2025-06-25T17:19:52.150Z,40.6549963,-115.4167886,2396.654,-0.021,-6.335,4.438,0.384,0.669,0.168,16,
$GNSS,2025-06-25T17:19:52.200Z,40.6549963,-115.4167922,2396.432,-0.105,-6.18,4.441,0.384,0.669,0.173,16,
$GNSS,2025-06-25T17:19:52.250Z,40.6549962,-115.4167959,2396.192,-0.161,-6.222,4.583,0.384,0.67,0.18,16,
$GNSS,2025-06-25T17:19:52.300Z,40.6549962,-115.4167996,2395.952,-0.134,-6.331,4.671,0.384,0.67,0.189,16,
$GNSS,2025-06-25T17:19:52.350Z,40.6549961,-115.4168033,2395.704,-0.121,-6.366,4.781,0.383,0.67,0.194,16,
$GNSS,2025-06-25T17:19:52.400Z,40.6549961,-115.4168071,2395.455,-0.053,-6.395,4.856,0.383,0.67,0.197,16,
$GNSS,2025-06-25T17:19:52.450Z,40.654996,-115.416811,2395.218,-0.153,-6.599,4.82,0.383,0.67,0.198,16,
$GNSS,2025-06-25T17:19:52.500Z,40.6549959,-115.4168149,2394.977,-0.289,-6.686,4.815,0.383,0.671,0.191,16,
$GNSS,2025-06-25T17:19:52.550Z,40.6549958,-115.4168189,2394.732,-0.243,-6.763,4.839,0.383,0.671,0.196,16,
$GNSS,2025-06-25T17:19:52.600Z,40.6549957,-115.4168229,2394.481,-0.195,-6.796,4.905,0.383,0.671,0.199,16,
$GNSS,2025-06-25T17:19:52.650Z,40.6549956,-115.4168269,2394.215,-0.241,-6.775,5.017,0.384,0.672,0.202,16,
$GNSS,2025-06-25T17:19:52.700Z,40.6549955,-115.416831,2393.964,-0.304,-6.962,5.047,0.384,0.672,0.203,16,
$GNSS,2025-06-25T17:19:52.750Z,40.6549953,-115.4168351,2393.713,-0.345,-6.949,5.122,0.384,0.672,0.204,16,
$GNSS,2025-06-25T17:19:52.800Z,40.6549952,-115.4168392,2393.441,-0.343,-6.924,5.161,0.384,0.673,0.205,16,
$GNSS,2025-06-25T17:19:52.850Z,40.654995,-115.4168433,2393.173,-0.321,-6.982,5.205,0.385,0.674,0.208,16,
$GNSS,2025-06-25T17:19:52.900Z,40.6549948,-115.4168474,2392.936,-0.278,-7.027,5.188,0.385,0.674,0.21,16,
$GNSS,2025-06-25T17:19:52.950Z,40.6549948,-115.4168515,2392.656,-0.253,-6.901,5.307,0.385,0.675,0.208,16,
$GNSS,2025-06-25T17:19:53.000Z,40.6549946,-115.4168556,2392.38,-0.37,-6.863,5.258,0.385,0.675,0.213,16,
$GNSS,2025-06-25T17:19:53.050Z,40.6549945,-115.4168597,2392.129,-0.361,-6.92,5.18,0.386,0.676,0.213,16,
$GNSS,2025-06-25T17:19:53.100Z,40.6549943,-115.4168638,2391.855,-0.349,-6.864,5.234,0.386,0.676,0.214,16,
$GNSS,2025-06-25T17:19:53.150Z,40.6549942,-115.4168679,2391.57,-0.413,-6.884,5.299,0.386,0.677,0.214,16,
$GNSS,2025-06-25T17:19:53.200Z,40.6549941,-115.416872,2391.294,-0.348,-6.861,5.389,0.386,0.678,0.216,16,
$GNSS,2025-06-25T17:19:53.250Z,40.654994,-115.4168761,2391.018,-0.233,-6.839,5.484,0.386,0.678,0.201,16,
$GNSS,2025-06-25T17:19:53.300Z,40.6549938,-115.4168801,2390.739,-0.325,-6.847,5.591,0.386,0.678,0.197,16,
$GNSS,2025-06-25T17:19:53.350Z,40.6549937,-115.4168843,2390.444,-0.296,-6.99,5.574,0.386,0.678,0.195,16,
$GNSS,2025-06-25T17:19:53.400Z,40.6549937,-115.4168884,2390.155,-0.255,-6.951,5.616,0.386,0.678,0.194,16,
$GNSS,2025-06-25T17:19:53.450Z,40.6549936,-115.4168925,2389.852,-0.227,-6.892,5.745,0.386,0.678,0.195,16,
$GNSS,2025-06-25T17:19:53.500Z,40.6549935,-115.4168967,2389.561,-0.191,-7.053,5.831,0.386,0.678,0.195,16,
$GNSS,2025-06-25T17:19:53.550Z,40.6549934,-115.4169009,2389.274,-0.26,-7.029,5.897,0.386,0.679,0.194,16,
$GNSS,2025-06-25T17:19:53.600Z,40.6549933,-115.4169052,2388.967,-0.23,-7.213,5.979,0.386,0.679,0.194,16,
$GNSS,2025-06-25T17:19:53.650Z,40.6549932,-115.4169094,2388.667,-0.269,-7.205,5.941,0.386,0.679,0.193,16,
$GNSS,2025-06-25T17:19:53.700Z,40.6549931,-115.4169137,2388.377,-0.238,-7.242,5.886,0.386,0.679,0.193,16,
$GNSS,2025-06-25T17:19:53.750Z,40.654993,-115.4169179,2388.085,-0.182,-7.154,5.88,0.386,0.68,0.193,16,
$GNSS,2025-06-25T17:19:53.800Z,40.6549929,-115.4169222,2387.78,-0.326,-7.201,5.909,0.386,0.68,0.192,16,
$GNSS,2025-06-25T17:19:53.850Z,40.6549928,-115.4169266,2387.473,-0.31,-7.308,5.96,0.386,0.68,0.191,16,
$GNSS,2025-06-25T17:19:53.900Z,40.6549926,-115.4169309,2387.179,-0.271,-7.384,6.033,0.386,0.679,0.177,16,
$GNSS,2025-06-25T17:19:53.950Z,40.6549926,-115.4169353,2386.88,-0.167,-7.417,6.078,0.386,0.679,0.176,16,
$GNSS,2025-06-25T17:19:54.000Z,40.6549925,-115.4169396,2386.574,-0.184,-7.326,6.044,0.386,0.679,0.173,16,
$GNSS,2025-06-25T17:19:54.050Z,40.6549924,-115.416944,2386.264,-0.254,-7.423,6.061,0.386,0.678,0.172,16,
$GNSS,2025-06-25T17:19:54.100Z,40.6549923,-115.4169484,2385.946,-0.241,-7.398,6.042,0.385,0.678,0.171,16,
$GNSS,2025-06-25T17:19:54.150Z,40.6549922,-115.4169528,2385.649,-0.263,-7.434,6.007,0.385,0.678,0.171,16,
$GNSS,2025-06-25T17:19:54.200Z,40.6549921,-115.4169572,2385.34,-0.252,-7.451,6.127,0.385,0.677,0.174,16,
$GNSS,2025-06-25T17:19:54.250Z,40.654992,-115.4169616,2385.03,-0.178,-7.459,6.168,0.385,0.677,0.175,16,
$GNSS,2025-06-25T17:19:54.300Z,40.654992,-115.4169661,2384.706,-0.097,-7.503,6.201,0.385,0.677,0.171,16,
$GNSS,2025-06-25T17:19:54.350Z,40.6549919,-115.4169705,2384.401,-0.201,-7.47,6.223,0.385,0.676,0.172,16,
$GNSS,2025-06-25T17:19:54.400Z,40.6549918,-115.4169749,2384.091,-0.205,-7.467,6.336,0.384,0.676,0.172,16,
$GNSS,2025-06-25T17:19:54.450Z,40.6549917,-115.4169793,2383.773,-0.223,-7.454,6.355,0.384,0.675,0.167,16,
$GNSS,2025-06-25T17:19:54.500Z,40.6549917,-115.4169837,2383.456,-0.135,-7.519,6.329,0.384,0.675,0.167,16,
$GNSS,2025-06-25T17:19:54.550Z,40.6549916,-115.4169882,2383.136,-0.105,-7.525,6.317,0.384,0.675,0.166,16,
$GNSS,2025-06-25T17:19:54.600Z,40.6549916,-115.4169927,2382.815,-0.142,-7.548,6.331,0.383,0.674,0.166,16,
$GNSS,2025-06-25T17:19:54.650Z,40.6549916,-115.4169971,2382.488,-0.086,-7.534,6.417,0.383,0.673,0.166,16,
$GNSS,2025-06-25T17:19:54.700Z,40.6549915,-115.4170016,2382.166,-0.107,-7.54,6.508,0.383,0.673,0.169,16,
$GNSS,2025-06-25T17:19:54.750Z,40.6549915,-115.4170061,2381.835,-0.091,-7.54,6.556,0.383,0.672,0.169,16,
$GNSS,2025-06-25T17:19:54.800Z,40.6549915,-115.4170106,2381.507,-0.088,-7.618,6.457,0.383,0.672,0.169,16,
$GNSS,2025-06-25T17:19:54.850Z,40.6549915,-115.4170151,2381.184,-0.014,-7.686,6.388,0.382,0.671,0.169,16,
$GNSS,2025-06-25T17:19:54.900Z,40.6549915,-115.4170197,2380.869,0.078,-7.684,6.379,0.382,0.671,0.169,16,
$GNSS,2025-06-25T17:19:54.950Z,40.6549916,-115.4170243,2380.543,0.072,-7.823,6.44,0.382,0.67,0.169,16,
$GNSS,2025-06-25T17:19:55.000Z,40.6549916,-115.417029,2380.21,0.027,-7.841,6.447,0.382,0.67,0.169,16,
$GNSS,2025-06-25T17:19:55.050Z,40.6549916,-115.4170336,2379.893,0.057,-7.783,6.438,0.382,0.669,0.169,16,
$GNSS,2025-06-25T17:19:55.100Z,40.6549917,-115.4170382,2379.577,0.194,-7.743,6.468,0.382,0.669,0.169,16,
$GNSS,2025-06-25T17:19:55.150Z,40.6549918,-115.4170428,2379.246,0.227,-7.871,6.526,0.381,0.668,0.169,16,
$GNSS,2025-06-25T17:19:55.200Z,40.6549919,-115.4170475,2378.919,0.2,-7.926,6.489,0.381,0.668,0.167,16,
$GNSS,2025-06-25T17:19:55.250Z,40.654992,-115.4170522,2378.599,0.216,-7.884,6.425,0.381,0.667,0.157,16,
$GNSS,2025-06-25T17:19:55.300Z,40.6549921,-115.4170568,2378.28,0.296,-7.881,6.413,0.381,0.667,0.156,16,
$GNSS,2025-06-25T17:19:55.350Z,40.6549923,-115.4170615,2377.954,0.364,-7.844,6.447,0.381,0.666,0.158,16,
$GNSS,2025-06-25T17:19:55.400Z,40.6549925,-115.4170662,2377.624,0.386,-7.942,6.504,0.381,0.666,0.158,16,
