$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$GNSS,2025-06-25T17:22:12.450Z,40.6552532,-115.4190468,2269.845,0.015,0.042,0.01,0.421,0.978,0.163,16,
$GNSS,2025-06-25T17:22:12.500Z,40.6552532,-115.4190468,2269.828,0.016,-0.007,0.073,0.421,0.978,0.247,16,
$GNSS,2025-06-25T17:22:12.550Z,40.6552532,-115.4190468,2269.834,0,-0.027,0.007,0.421,0.978,0.18,16,
$GNSS,2025-06-25T17:22:12.600Z,40.6552532,-115.4190468,2269.832,-0.059,0.002,0.006,0.421,0.979,0.191,16,
$GNSS,2025-06-25T17:22:12.650Z,40.6552532,-115.4190468,2269.835,0.02,0.014,-0.023,0.421,0.979,0.231,16,
$GNSS,2025-06-25T17:22:12.700Z,40.6552532,-115.4190467,2269.845,-0.011,0.046,0.003,0.421,0.979,0.154,16,
$GNSS,2025-06-25T17:22:12.750Z,40.6552532,-115.4190467,2269.856,-0.026,-0.023,-0.074,0.422,0.98,0.228,16,
$GNSS,2025-06-25T17:22:12.800Z,40.6552532,-115.4190467,2269.837,0.006,-0.017,0.071,0.422,0.98,0.252,16,
$GNSS,2025-06-25T17:22:12.850Z,40.6552532,-115.4190467,2269.842,-0.012,-0.046,0.034,0.422,0.98,0.219,16,
$GNSS,2025-06-25T17:22:12.900Z,40.6552532,-115.4190467,2269.851,0.002,-0.008,-0.014,0.422,0.981,0.204,16,
$GNSS,2025-06-25T17:22:12.950Z,40.6552532,-115.4190467,2269.848,-0.158,0.033,-0.024,0.422,0.981,0.188,16,
$GNSS,2025-06-25T17:22:13.000Z,40.6552533,-115.4190467,2269.845,0.129,0.014,-0.079,0.422,0.981,0.213,16,
$GNSS,2025-06-25T17:22:13.050Z,40.6552533,-115.4190467,2269.852,0.01,0.003,-0.034,0.422,0.982,0.249,16,
$GNSS,2025-06-25T17:22:13.100Z,40.6552533,-115.4190467,2269.852,0.013,-0.022,0.126,0.422,0.982,0.253,16,
$GNSS,2025-06-25T17:22:13.150Z,40.6552532,-115.4190467,2269.836,-0.107,0.035,0.093,0.422,0.982,0.208,16,
$GNSS,2025-06-25T17:22:13.200Z,40.6552532,-115.4190467,2269.846,-0.024,-0.062,0.005,0.422,0.983,0.182,16,
$GNSS,2025-06-25T17:22:13.250Z,40.6552532,-115.4190466,2269.855,0.052,0.032,-0.145,0.422,0.983,0.252,16,
$GNSS,2025-06-25T17:22:13.300Z,40.6552532,-115.4190467,2269.85,-0.055,-0.003,-0.065,0.422,0.984,0.228,16,
$GNSS,2025-06-25T17:22:13.350Z,40.6552532,-115.4190467,2269.851,0.006,-0.001,0.023,0.422,0.984,0.245,16,
$GNSS,2025-06-25T17:22:13.400Z,40.6552532,-115.4190466,2269.861,-0.006,0.038,0.036,0.422,0.985,0.188,16,
$GNSS,2025-06-25T17:22:13.450Z,40.6552532,-115.4190466,2269.862,-0.054,0.006,-0.011,0.422,0.985,0.191,16,
$GNSS,2025-06-25T17:22:13.500Z,40.6552532,-115.4190466,2269.851,-0.039,-0.03,0.033,0.422,0.985,0.226,16,
$GNSS,2025-06-25T17:22:13.550Z,40.6552532,-115.4190467,2269.853,0.015,-0.096,-0.012,0.423,0.986,0.159,16,
$GNSS,2025-06-25T17:22:13.600Z,40.6552532,-115.4190466,2269.863,0.036,0.058,-0.066,0.423,0.986,0.239,16,
$GNSS,2025-06-25T17:22:13.650Z,40.6552532,-115.4190466,2269.86,-0.045,0.009,-0.042,0.423,0.987,0.223,16,
$GNSS,2025-06-25T17:22:13.700Z,40.6552532,-115.4190466,2269.86,-0.057,0.002,0.015,0.423,0.987,0.211,16,
$GNSS,2025-06-25T17:22:13.750Z,40.6552532,-115.4190466,2269.857,0.06,-0.013,0.001,0.423,0.987,0.193,16,
$GNSS,2025-06-25T17:22:13.800Z,40.6552532,-115.4190466,2269.856,-0.054,0.044,-0.028,0.423,0.988,0.19,16,
$GNSS,2025-06-25T17:22:13.850Z,40.6552532,-115.4190466,2269.856,-0.08,-0.003,-0.07,0.423,0.988,0.216,16,
$GNSS,2025-06-25T17:22:13.900Z,40.6552532,-115.4190467,2269.853,-0.061,-0.133,-0.011,0.423,0.989,0.185,16,
$GNSS,2025-06-25T17:22:13.950Z,40.6552532,-115.4190467,2269.855,0.011,-0.058,-0.061,0.423,0.989,0.192,16,
$GNSS,2025-06-25T17:22:14.000Z,40.6552532,-115.4190466,2269.871,0.056,0.042,-0.014,0.424,0.989,0.22,16,
$GNSS,2025-06-25T17:22:14.050Z,40.6552532,-115.4190466,2269.866,0.027,0.127,0.07,0.424,0.99,0.168,16,
$GNSS,2025-06-25T17:22:14.100Z,40.6552532,-115.4190465,2269.859,-0.078,0.041,0.088,0.424,0.99,0.224,16,
$GNSS,2025-06-25T17:22:14.150Z,40.6552532,-115.4190466,2269.85,-0.057,-0.064,0.139,0.424,0.99,0.267,16,
$GNSS,2025-06-25T17:22:14.200Z,40.6552532,-115.4190466,2269.864,0.049,-0.035,0.01,0.424,0.991,0.177,16,
$GNSS,2025-06-25T17:22:14.250Z,40.6552531,-115.4190466,2269.851,-0.125,-0.09,0.018,0.424,0.991,0.213,16,
$GNSS,2025-06-25T17:22:14.300Z,40.6552531,-115.4190466,2269.871,0.001,-0.016,-0.044,0.424,0.991,0.235,16,
$GNSS,2025-06-25T17:22:14.350Z,40.6552532,-115.4190465,2269.883,0.059,0.138,-0.128,0.424,0.991,0.246,16,
$GNSS,2025-06-25T17:22:14.400Z,40.6552532,-115.4190465,2269.883,0.082,0.062,-0.124,0.424,0.992,0.262,16,
$GNSS,2025-06-25T17:22:14.450Z,40.6552532,-115.4190465,2269.862,-0.13,-0.046,-0.016,0.424,0.991,0.199,16,
$GNSS,2025-06-25T17:22:14.500Z,40.6552531,-115.4190465,2269.847,-0.11,-0.032,0.064,0.425,0.991,0.22,16,
$GNSS,2025-06-25T17:22:14.550Z,40.6552531,-115.4190465,2269.848,0.007,-0.009,0.086,0.425,0.991,0.239,16,
$GNSS,2025-06-25T17:22:14.600Z,40.6552531,-115.4190466,2269.861,0.044,-0.037,-0.013,0.425,0.99,0.167,16,
$GNSS,2025-06-25T17:22:14.650Z,40.6552531,-115.4190465,2269.858,-0.024,0.055,-0.026,0.425,0.99,0.188,16,
$GNSS,2025-06-25T17:22:14.700Z,40.6552531,-115.4190465,2269.862,0.046,0.024,-0.04,0.425,0.99,0.228,16,
$GNSS,2025-06-25T17:22:14.750Z,40.6552531,-115.4190465,2269.868,-0.034,0.021,0.015,0.425,0.989,0.177,16,
$GNSS,2025-06-25T17:22:14.800Z,40.6552531,-115.4190465,2269.859,-0.004,-0.019,-0.004,0.425,0.989,0.161,16,
$GNSS,2025-06-25T17:22:14.850Z,40.6552531,-115.4190465,2269.849,-0.045,-0.049,0.021,0.425,0.989,0.208,16,
$GNSS,2025-06-25T17:22:14.900Z,40.6552531,-115.4190465,2269.854,0,0.012,-0.046,0.425,0.988,0.237,16,
$GNSS,2025-06-25T17:22:14.950Z,40.6552531,-115.4190465,2269.859,-0.026,0.033,-0.007,0.425,0.988,0.172,16,
$GNSS,2025-06-25T17:22:15.000Z,40.6552531,-115.4190465,2269.876,0.02,0,0.024,0.425,0.988,0.215,16,
$GNSS,2025-06-25T17:22:15.050Z,40.6552531,-115.4190465,2269.87,0.004,0.028,0.061,0.425,0.987,0.209,16,
$GNSS,2025-06-25T17:22:15.100Z,40.6552531,-115.4190465,2269.865,0.064,-0.01,-0.007,0.425,0.987,0.192,16,
$GNSS,2025-06-25T17:22:15.150Z,40.6552531,-115.4190465,2269.868,-0.014,0.026,-0.013,0.425,0.987,0.186,16,
$GNSS,2025-06-25T17:22:15.200Z,40.6552531,-115.4190465,2269.88,0.008,0.035,-0.059,0.425,0.986,0.237,16,
$GNSS,2025-06-25T17:22:15.250Z,40.655253,-115.4190465,2269.88,-0.035,-0.004,0.028,0.425,0.986,0.22,16,
$GNSS,2025-06-25T17:22:15.300Z,40.655253,-115.4190465,2269.86,-0.015,-0.008,0.082,0.425,0.986,0.239,16,
$GNSS,2025-06-25T17:22:15.350Z,40.655253,-115.4190465,2269.86,-0.013,-0.03,0.007,0.425,0.986,0.191,16,
$GNSS,2025-06-25T17:22:15.400Z,40.6552531,-115.4190465,2269.856,0.072,0.01,-0.021,0.425,0.985,0.205,16,
$GNSS,2025-06-25T17:22:15.450Z,40.6552531,-115.4190464,2269.865,-0.023,0.057,-0.056,0.425,0.985,0.214,16,
$GNSS,2025-06-25T17:22:15.500Z,40.655253,-115.4190465,2269.87,-0.085,-0.012,0.016,0.425,0.985,0.202,16,
$GNSS,2025-06-25T17:22:15.550Z,40.655253,-115.4190465,2269.869,-0.013,-0.051,0.005,0.425,0.985,0.179,16,
$GNSS,2025-06-25T17:22:15.600Z,40.655253,-115.4190465,2269.861,0.023,-0.048,-0.031,0.425,0.984,0.163,16,
$GNSS,2025-06-25T17:22:15.650Z,40.655253,-115.4190465,2269.869,0.035,0.079,-0.091,0.425,0.984,0.232,16,
$GNSS,2025-06-25T17:22:15.700Z,40.655253,-115.4190465,2269.855,0.013,-0.015,0.059,0.425,0.984,0.237,16,
$GNSS,2025-06-25T17:22:15.750Z,40.655253,-115.4190465,2269.87,0.009,-0.062,0.001,0.425,0.984,0.162,16,
$GNSS,2025-06-25T17:22:15.800Z,40.655253,-115.4190465,2269.87,-0.059,-0.055,-0.044,0.425,0.983,0.19,16,
$GNSS,2025-06-25T17:22:15.850Z,40.655253,-115.4190465,2269.867,-0.03,0.031,-0.033,0.425,0.983,0.206,16,
$GNSS,2025-06-25T17:22:15.900Z,40.655253,-115.4190465,2269.857,0.051,-0.001,0.002,0.425,0.983,0.194,16,
$GNSS,2025-06-25T17:22:15.950Z,40.655253,-115.4190465,2269.845,0.04,0.025,0.011,0.426,0.983,0.194,16,
$GNSS,2025-06-25T17:22:16.000Z,40.655253,-115.4190465,2269.859,-0.126,-0.008,-0.092,0.426,0.982,0.206,16,
$GNSS,2025-06-25T17:22:16.050Z,40.655253,-115.4190465,2269.864,-0.039,0.004,-0.088,0.426,0.982,0.227,16,
$GNSS,2025-06-25T17:22:16.100Z,40.655253,-115.4190465,2269.866,0.01,0.001,-0.104,0.426,0.982,0.23,16,
$GNSS,2025-06-25T17:22:16.150Z,40.655253,-115.4190465,2269.864,0.022,0.016,-0.108,0.426,0.982,0.232,16,
$GNSS,2025-06-25T17:22:16.200Z,40.655253,-115.4190466,2269.859,0.032,-0.051,-0.074,0.425,0.982,0.194,16,
$GNSS,2025-06-25T17:22:16.250Z,40.655253,-115.4190465,2269.863,0.024,0.043,-0.083,0.425,0.981,0.228,16,
$GNSS,2025-06-25T17:22:16.300Z,40.655253,-115.4190465,2269.864,-0.025,0.007,-0.007,0.425,0.981,0.195,16,
$GNSS,2025-06-25T17:22:16.350Z,40.655253,-115.4190466,2269.861,-0.017,-0.062,0.037,0.425,0.981,0.198,16,
$GNSS,2025-06-25T17:22:16.400Z,40.655253,-115.4190465,2269.863,-0.005,0.095,-0.072,0.425,0.981,0.205,16,
$GNSS,2025-06-25T17:22:16.450Z,40.655253,-115.4190465,2269.847,-0.03,0.008,0.039,0.425,0.98,0.211,16,
$GNSS,2025-06-25T17:22:16.500Z,40.655253,-115.4190465,2269.85,-0.019,-0.011,-0.07,0.425,0.98,0.224,16,
$GNSS,2025-06-25T17:22:16.550Z,40.655253,-115.4190466,2269.865,0.011,-0.048,-0.167,0.425,0.98,0.218,16,
$GNSS,2025-06-25T17:22:16.600Z,40.655253,-115.4190466,2269.859,-0.017,0.008,-0.08,0.425,0.98,0.232,16,
$GNSS,2025-06-25T17:22:16.650Z,40.655253,-115.4190466,2269.86,0.031,0.011,-0.015,0.425,0.98,0.201,16,
$GNSS,2025-06-25T17:22:16.700Z,40.655253,-115.4190466,2269.872,-0.02,-0.016,-0.058,0.425,0.979,0.218,16,
$GNSS,2025-06-25T17:22:16.750Z,40.6552529,-115.4190466,2269.857,-0.048,-0.004,-0.015,0.425,0.979,0.195,16,
$GNSS,2025-06-25T17:22:16.800Z,40.6552529,-115.4190466,2269.846,-0.025,0.015,-0.014,0.425,0.979,0.198,16,
$GNSS,2025-06-25T17:22:16.850Z,40.6552529,-115.4190465,2269.86,-0.009,0.041,-0.013,0.425,0.979,0.179,16,
$GNSS,2025-06-25T17:22:16.900Z,40.6552529,-115.4190466,2269.865,0.018,-0.04,-0.037,0.425,0.979,0.18,16,
$GNSS,2025-06-25T17:22:16.950Z,40.6552529,-115.4190466,2269.871,-0.016,0.013,-0.043,0.425,0.978,0.232,16,
$GNSS,2025-06-25T17:22:17.000Z,40.6552529,-115.4190466,2269.848,0.031,0.04,0.096,0.425,0.978,0.214,16,
$GNSS,2025-06-25T17:22:17.050Z,40.6552529,-115.4190466,2269.848,-0.045,0.012,0.068,0.425,0.978,0.216,16,
$GNSS,2025-06-25T17:22:17.100Z,40.6552529,-115.4190465,2269.855,-0.008,0.034,0.011,0.425,0.978,0.159,16,
$GNSS,2025-06-25T17:22:17.150Z,40.6552529,-115.4190466,2269.857,0.072,-0.027,-0.033,0.425,0.978,0.187,16,
$GNSS,2025-06-25T17:22:17.200Z,40.6552529,-115.4190466,2269.856,-0.013,0.001,0.014,0.425,0.978,0.211,16,
$GNSS,2025-06-25T17:22:17.250Z,40.6552529,-115.4190466,2269.864,-0.05,-0.047,0.055,0.425,0.977,0.213,16,
$GNSS,2025-06-25T17:22:17.300Z,40.6552529,-115.4190466,2269.873,0.022,0.022,-0.007,0.425,0.977,0.19,16,
$GNSS,2025-06-25T17:22:17.350Z,40.6552529,-115.4190466,2269.853,0.071,0.015,0.095,0.425,0.977,0.219,16,
$GNSS,2025-06-25T17:22:17.400Z,40.6552529,-115.4190466,2269.856,0.035,0.019,0.012,0.425,0.977,0.195,16,
$GNSS,2025-06-25T17:22:17.450Z,40.6552529,-115.4190466,2269.855,-0.011,-0.009,0.044,0.425,0.977,0.247,16,
$GNSS,2025-06-25T17:22:17.500Z,40.6552529,-115.4190466,2269.859,0.012,-0.007,0.088,0.425,0.977,0.242,16,
$GNSS,2025-06-25T17:22:17.550Z,40.6552529,-115.4190466,2269.855,0.025,-0.072,0.058,0.425,0.977,0.212,16,
$GNSS,2025-06-25T17:22:17.600Z,40.6552529,-115.4190466,2269.852,-0.039,0.042,0.052,0.425,0.977,0.189,16,
$GNSS,2025-06-25T17:22:17.650Z,40.6552529,-115.4190466,2269.856,0.007,0.027,-0.006,0.425,0.977,0.188,16,
$GNSS,2025-06-25T17:22:17.700Z,40.6552529,-115.4190466,2269.87,0.054,0.012,-0.008,0.425,0.977,0.204,16,
$GNSS,2025-06-25T17:22:17.750Z,40.6552529,-115.4190466,2269.855,0.079,0.061,0.091,0.425,0.977,0.201,16,
$GNSS,2025-06-25T17:22:17.800Z,40.6552529,-115.4190466,2269.856,0.03,-0.049,0.112,0.425,0.977,0.236,16,
$GNSS,2025-06-25T17:22:17.850Z,40.6552529,-115.4190466,2269.859,0.009,-0.032,0.054,0.425,0.977,0.234,16,
$GNSS,2025-06-25T17:22:17.900Z,40.6552529,-115.4190466,2269.857,-0.017,-0.064,0.023,0.425,0.977,0.197,16,
$GNSS,2025-06-25T17:22:17.950Z,40.6552529,-115.4190466,2269.851,-0.052,-0.008,-0.014,0.425,0.977,0.197,16,
$GNSS,2025-06-25T17:22:18.000Z,40.655253,-115.4190466,2269.85,0.049,0.027,-0.069,0.425,0.977,0.237,16,
$GNSS,2025-06-25T17:22:18.050Z,40.6552529,-115.4190466,2269.86,-0.04,0.032,-0.099,0.425,0.977,0.232,16,
$GNSS,2025-06-25T17:22:18.100Z,40.6552529,-115.4190466,2269.871,0.054,-0.006,-0.038,0.425,0.977,0.203,16,
$GNSS,2025-06-25T17:22:18.150Z,40.655253,-115.4190466,2269.858,0.017,0.052,0.081,0.425,0.977,0.2,16,
$GNSS,2025-06-25T17:22:18.200Z,40.655253,-115.4190467,2269.839,0.02,-0.059,0.157,0.425,0.977,0.233,16,
$GNSS,2025-06-25T17:22:18.250Z,40.655253,-115.4190466,2269.858,0.034,0.012,0.073,0.425,0.977,0.223,16,
$GNSS,2025-06-25T17:22:18.300Z,40.655253,-115.4190467,2269.863,0.045,-0.05,0.093,0.425,0.977,0.226,16,
$GNSS,2025-06-25T17:22:18.350Z,40.655253,-115.4190467,2269.874,0.028,-0.013,-0.058,0.425,0.977,0.228,16,
$GNSS,2025-06-25T17:22:18.400Z,40.655253,-115.4190467,2269.878,-0.019,-0.011,-0.102,0.425,0.977,0.245,16,
$GNSS,2025-06-25T17:22:18.450Z,40.655253,-115.4190467,2269.876,0.014,0.02,-0.125,0.425,0.978,0.255,16,
$GNSS,2025-06-25T17:22:18.500Z,40.655253,-115.4190467,2269.868,0.002,0.022,0.044,0.425,0.978,0.225,16,
$GNSS,2025-06-25T17:22:18.550Z,40.655253,-115.4190467,2269.867,-0.015,0.006,0.036,0.425,0.979,0.239,16,
$GNSS,2025-06-25T17:22:18.600Z,40.655253,-115.4190466,2269.871,0.004,0.028,0.025,0.425,0.979,0.188,16,
$GNSS,2025-06-25T17:22:18.650Z,40.655253,-115.4190467,2269.873,-0.02,-0.101,0.046,0.425,0.979,0.212,16,
$GNSS,2025-06-25T17:22:18.700Z,40.655253,-115.4190467,2269.865,0.063,-0.02,0.012,0.425,0.98,0.186,16,
$GNSS,2025-06-25T17:22:18.750Z,40.655253,-115.4190467,2269.855,0.03,0.089,0.022,0.425,0.98,0.167,16,
$GNSS,2025-06-25T17:22:18.800Z,40.6552531,-115.4190467,2269.851,-0.007,-0.042,-0.053,0.425,0.98,0.206,16,
$GNSS,2025-06-25T17:22:18.850Z,40.655253,-115.4190467,2269.856,-0.028,-0.007,0.014,0.425,0.981,0.211,16,
$GNSS,2025-06-25T17:22:18.900Z,40.655253,-115.4190468,2269.882,-0.001,-0.095,0.017,0.425,0.981,0.176,16,
$GNSS,2025-06-25T17:22:18.950Z,40.655253,-115.4190467,2269.876,0.018,0.085,0.034,0.425,0.982,0.166,16,
$GNSS,2025-06-25T17:22:19.000Z,40.655253,-115.4190467,2269.867,0.015,0.059,0.047,0.426,0.982,0.187,16,
$GNSS,2025-06-25T17:22:19.050Z,40.6552531,-115.4190468,2269.853,0.042,-0.106,0.037,0.426,0.982,0.185,16,
$GNSS,2025-06-25T17:22:19.100Z,40.655253,-115.4190468,2269.853,-0.112,-0.016,-0.027,0.426,0.983,0.194,16,
$GNSS,2025-06-25T17:22:19.150Z,40.655253,-115.4190467,2269.863,-0.007,0.08,0.007,0.426,0.983,0.156,16,
$GNSS,2025-06-25T17:22:19.200Z,40.655253,-115.4190467,2269.86,0.095,-0.005,0.069,0.426,0.983,0.216,16,
$GNSS,2025-06-25T17:22:19.250Z,40.6552531,-115.4190467,2269.855,0.056,-0.016,-0.016,0.426,0.984,0.183,16,
$GNSS,2025-06-25T17:22:19.300Z,40.6552531,-115.4190467,2269.85,0.015,0.004,0.047,0.425,0.984,0.25,16,
$GNSS,2025-06-25T17:22:19.350Z,40.6552531,-115.4190467,2269.856,0.028,-0.002,0.108,0.425,0.984,0.255,16,
$GNSS,2025-06-25T17:22:19.400Z,40.655253,-115.4190467,2269.858,-0.097,0.014,0.063,0.425,0.985,0.206,16,
$GNSS,2025-06-25T17:22:19.450Z,40.655253,-115.4190467,2269.852,-0.027,0.068,-0.026,0.425,0.985,0.184,16,
$GNSS,2025-06-25T17:22:19.500Z,40.655253,-115.4190467,2269.846,-0.024,0.009,-0.017,0.425,0.985,0.21,16,
$GNSS,2025-06-25T17:22:19.550Z,40.655253,-115.4190467,2269.848,0.066,-0.018,0.041,0.425,0.986,0.208,16,
$GNSS,2025-06-25T17:22:19.600Z,40.6552531,-115.4190467,2269.861,0.093,-0.083,0.067,0.425,0.986,0.201,16,
$GNSS,2025-06-25T17:22:19.650Z,40.6552531,-115.4190467,2269.852,0.033,0.038,0.079,0.425,0.986,0.228,16,
$GNSS,2025-06-25T17:22:19.700Z,40.6552531,-115.4190467,2269.852,0.015,0.005,0.017,0.425,0.987,0.223,16,
$GNSS,2025-06-25T17:22:19.750Z,40.6552531,-115.4190467,2269.859,-0.028,-0.014,0.007,0.425,0.987,0.198,16,
$GNSS,2025-06-25T17:22:19.800Z,40.6552531,-115.4190467,2269.854,-0.027,-0.016,0.05,0.425,0.987,0.248,16,
$GNSS,2025-06-25T17:22:19.850Z,40.6552531,-115.4190467,2269.856,0.028,0.004,0.002,0.425,0.987,0.19,16,
$GNSS,2025-06-25T17:22:19.900Z,40.6552531,-115.4190467,2269.851,0.059,0.026,0.034,0.425,0.988,0.2,16,
$GNSS,2025-06-25T17:22:19.950Z,40.6552531,-115.4190467,2269.848,0.007,-0.004,0.046,0.425,0.988,0.254,16,
$GNSS,2025-06-25T17:22:20.050Z,40.6552531,-115.4190468,2269.852,-0.041,-0.094,0,0.426,0.99,0.192,16,
$GNSS,2025-06-25T17:22:20.100Z,40.6552531,-115.4190467,2269.842,0.004,0.06,0.058,0.426,0.99,0.197,16,
$GNSS,2025-06-25T17:22:20.150Z,40.6552531,-115.4190467,2269.838,-0.005,-0.022,0.067,0.426,0.99,0.272,16,
$GNSS,2025-06-25T17:22:20.200Z,40.6552531,-115.4190468,2269.835,0.019,-0.013,0.043,0.426,0.991,0.248,16,
$GNSS,2025-06-25T17:22:20.250Z,40.6552531,-115.4190468,2269.845,0.07,-0.013,-0.012,0.426,0.991,0.198,16,
$GNSS,2025-06-25T17:22:20.300Z,40.6552531,-115.4190468,2269.848,-0.018,0.003,0.009,0.426,0.991,0.216,16,
$GNSS,2025-06-25T17:22:20.350Z,40.655253,-115.4190468,2269.838,-0.071,-0.019,0.023,0.426,0.991,0.221,16,
$GNSS,2025-06-25T17:22:20.400Z,40.655253,-115.4190468,2269.833,0.017,-0.007,-0.025,0.426,0.992,0.236,16,
$GNSS,2025-06-25T17:22:20.450Z,40.6552531,-115.4190468,2269.841,0.057,-0.02,-0.056,0.426,0.992,0.224,16,
$GNSS,2025-06-25T17:22:20.500Z,40.655253,-115.4190468,2269.856,0.013,-0.006,0.005,0.426,0.992,0.183,16,
$GNSS,2025-06-25T17:22:20.550Z,40.6552531,-115.4190468,2269.838,0.036,0.046,0.076,0.426,0.992,0.208,16,
$GNSS,2025-06-25T17:22:20.600Z,40.655253,-115.4190468,2269.833,-0.05,-0.04,0.057,0.426,0.993,0.249,16,
$GNSS,2025-06-25T17:22:20.650Z,40.655253,-115.4190468,2269.822,-0.051,0.006,0.014,0.426,0.993,0.203,16,
$GNSS,2025-06-25T17:22:20.700Z,40.655253,-115.4190468,2269.832,0.032,-0.001,-0.124,0.426,0.993,0.257,16,
$GNSS,2025-06-25T17:22:20.750Z,40.655253,-115.4190468,2269.822,-0.014,0.014,-0.036,0.426,0.993,0.241,16,
$GNSS,2025-06-25T17:22:20.800Z,40.655253,-115.4190468,2269.819,0.046,0.007,-0.006,0.426,0.994,0.206,16,
$GNSS,2025-06-25T17:22:20.850Z,40.655253,-115.4190468,2269.83,-0.026,-0.044,-0.022,0.426,0.994,0.176,16,
$GNSS,2025-06-25T17:22:20.900Z,40.655253,-115.4190468,2269.836,-0.03,-0.002,-0.051,0.426,0.994,0.23,16,
$GNSS,2025-06-25T17:22:20.950Z,40.655253,-115.4190468,2269.829,-0.016,0.031,-0.039,0.426,0.994,0.229,16,
$GNSS,2025-06-25T17:22:21.000Z,40.655253,-115.4190468,2269.831,0.013,-0.066,-0.028,0.426,0.995,0.153,16,
$GNSS,2025-06-25T17:22:21.050Z,40.655253,-115.4190468,2269.826,0.037,-0.034,-0.019,0.426,0.995,0.173,16,
$GNSS,2025-06-25T17:22:21.100Z,40.655253,-115.4190468,2269.827,0.041,0.05,-0.032,0.426,0.995,0.228,16,
$GNSS,2025-06-25T17:22:21.150Z,40.655253,-115.4190467,2269.821,0.031,0.065,-0.065,0.426,0.995,0.242,16,
$GNSS,2025-06-25T17:22:21.200Z,40.655253,-115.4190468,2269.812,-0.03,-0.017,0.017,0.427,0.996,0.233,16,
$GNSS,2025-06-25T17:22:21.250Z,40.6552529,-115.4190468,2269.822,-0.104,-0.083,0.007,0.427,0.996,0.205,16,
$GNSS,2025-06-25T17:22:21.300Z,40.6552529,-115.4190468,2269.811,0.015,0.016,-0.025,0.427,0.996,0.253,16,
$GNSS,2025-06-25T17:22:21.350Z,40.655253,-115.4190468,2269.807,0.099,-0.041,0.07,0.427,0.996,0.204,16,
$GNSS,2025-06-25T17:22:21.400Z,40.655253,-115.4190467,2269.794,0.022,0.119,0.073,0.427,0.997,0.169,16,
$GNSS,2025-06-25T17:22:21.450Z,40.655253,-115.4190467,2269.798,0.044,0.059,0.019,0.427,0.997,0.182,16,
$GNSS,2025-06-25T17:22:21.500Z,40.655253,-115.4190467,2269.802,0.014,-0.008,-0.006,0.427,0.997,0.19,16,
$GNSS,2025-06-25T17:22:21.550Z,40.655253,-115.4190468,2269.803,0.041,-0.085,0.041,0.427,0.997,0.186,16,
$GNSS,2025-06-25T17:22:21.600Z,40.6552529,-115.4190468,2269.817,0.001,-0.03,0.015,0.427,0.997,0.203,16,
$GNSS,2025-06-25T17:22:21.650Z,40.6552529,-115.4190468,2269.807,0.012,0.028,-0.008,0.427,0.998,0.2,16,
$GNSS,2025-06-25T17:22:21.700Z,40.655253,-115.4190467,2269.79,0.074,0.06,0.015,0.427,0.998,0.193,16,
$GNSS,2025-06-25T17:22:21.750Z,40.655253,-115.4190468,2269.784,0.053,-0.019,0.056,0.427,0.998,0.22,16,
$GNSS,2025-06-25T17:22:21.800Z,40.6552529,-115.4190468,2269.789,-0.048,-0.015,0.003,0.427,0.998,0.209,16,
$GNSS,2025-06-25T17:22:21.850Z,40.655253,-115.4190468,2269.792,0.036,-0.024,-0.021,0.427,0.998,0.19,16,
$GNSS,2025-06-25T17:22:21.900Z,40.6552529,-115.4190468,2269.803,0.025,-0.026,-0.02,0.427,0.999,0.182,16,
$GNSS,2025-06-25T17:22:21.950Z,40.6552529,-115.4190468,2269.798,-0.014,0.008,-0.008,0.427,0.999,0.193,16,
$GNSS,2025-06-25T17:22:22.000Z,40.6552529,-115.4190468,2269.781,0.03,0.057,-0.001,0.427,0.999,0.183,16,
$GNSS,2025-06-25T17:22:22.050Z,40.655253,-115.4190467,2269.774,0.076,0.051,-0.026,0.427,0.999,0.218,16,
$GNSS,2025-06-25T17:22:22.100Z,40.655253,-115.4190467,2269.793,0.027,-0.036,-0.033,0.427,1,0.187,16,
$GNSS,2025-06-25T17:22:22.150Z,40.6552529,-115.4190468,2269.777,-0.012,-0.011,0.014,0.427,1,0.25,16,
$GNSS,2025-06-25T17:22:22.200Z,40.6552529,-115.4190468,2269.777,-0.05,0.007,-0.033,0.427,1,0.206,16,
$GNSS,2025-06-25T17:22:22.250Z,40.6552529,-115.4190468,2269.78,0.083,-0.009,-0.069,0.427,1,0.233,16,
$GNSS,2025-06-25T17:22:22.300Z,40.6552529,-115.4190468,2269.773,0.023,0.001,-0.036,0.427,1,0.255,16,
$GNSS,2025-06-25T17:22:22.350Z,40.6552529,-115.4190468,2269.764,0.02,-0.063,0.104,0.427,1,0.247,16,
$GNSS,2025-06-25T17:22:22.400Z,40.6552529,-115.4190468,2269.767,0.027,0.061,0.018,0.427,1.001,0.168,16,
$GNSS,2025-06-25T17:22:22.450Z,40.6552529,-115.4190467,2269.755,-0.074,0.053,0.014,0.427,1.001,0.172,16,
